Date,Open,High,Low,Close
2026-08-03,5275,5275,5000,5050
2026-08-04,5050,5125,5000,5125
2026-08-05,5150,5175,5000,5025
2026-08-06,5050,5125,5025,5100
2026-08-07,5050,5175,5025,5100
2026-08-10,5100,5100,4960,5000
2026-08-11,5000,5025,4860,4870
2026-08-12,4870,4920,4810,4860
2026-08-13,4880,4890,4780,4800
2026-08-14,4800,4820,4760,4780
2026-08-18,4800,4820,4760,4790
2026-08-19,4790,4800,4720,4730
2026-08-20,4750,4790,4730,4790
2026-08-21,4840,4850,4780,4780
2026-08-24,4800,4800,4730,4790
2026-08-26,4800,4810,4740,4780
2026-08-27,4780,4810,4740,4790
2026-08-28,4790,4860,4760,4800
