Date,Open,High,Low,Close
2023-12-28,9325,9425,9325,9400
2023-12-29,9425,9450,9350,9400
2024-01-02,9400,9425,9350,9425
2024-01-03,9425,9425,9325,9350
2024-01-04,9400,9475,9375,9475
2024-01-05,9500,9600,9475,9575
2024-01-08,9600,9625,9475,9575
2024-01-09,9600,9625,9575,9625
2024-01-10,9650,9650,9550,9550
2024-01-11,9625,9650,9575,9575
2024-01-12,9650,9700,9600,9700
2024-01-15,9750,9750,9650,9725
2024-01-16,9700,9750,9675,9700
2024-01-17,9750,9750,9650,9750
2024-01-18,9675,9750,9625,9675
2024-01-19,9775,9775,9600,9625
2024-01-22,9600,9650,9525,9625
2024-01-23,9450,9600,9450,9600
2024-01-24,9600,9600,9475,9525
2024-01-25,9450,9575,9450,9500
2024-01-26,9400,9450,9300,9350
2024-01-29,9400,9550,9375,9550
2024-01-30,9500,9650,9475,9650
2024-01-31,9700,9700,9550,9550
2024-02-01,9650,9725,9575,9700
2024-02-02,9775,9800,9625,9700
2024-02-05,9675,9675,9525,9575
2024-02-06,9750,9750,9625,9625
2024-02-07,9700,9725,9650,9700
2024-02-12,9750,9800,9700,9800
2024-02-13,9750,9800,9700,9725
2024-02-15,9950,9975,9850,9850
2024-02-16,9975,10000,9875,9950
2024-02-19,9900,9975,9825,9875
2024-02-20,9850,10025,9850,10025
2024-02-21,9950,10000,9850,9975
2024-02-22,9975,9975,9875,9875
2024-02-23,9900,9925,9800,9825
2024-02-26,9750,9875,9725,9800
2024-02-27,9750,9900,9750,9875
2024-02-28,9975,10000,9900,10000
2024-02-29,10000,10000,9850,9875
2024-03-01,9900,9925,9800,9825
2024-03-04,9800,9825,9750,9750
2024-03-05,9900,9900,9775,9800
2024-03-06,9900,10000,9775,9950
2024-03-07,10050,10175,10000,10125
2024-03-08,10250,10300,10125,10150
2024-03-13,10400,10400,10000,10000
2024-03-14,10050,10325,10025,10325
2024-03-15,10200,10300,10050,10150
2024-03-18,10175,10275,10150,10150
2024-03-19,10150,10250,10150,10175
2024-03-20,10100,10150,10075,10125
2024-03-21,10175,10225,10050,10125
2024-03-22,10000,10125,9950,10100
2024-03-25,10075,10075,9925,10075
2024-03-26,10050,10050,9950,10050
2024-03-27,10025,10075,10000,10075
2024-03-28,10025,10100,9975,10075
2024-04-01,10075,10100,9825,9850
2024-04-02,9925,9950,9800,9900
2024-04-03,9750,9800,9525,9525
2024-04-04,9575,9850,9575,9850
2024-04-05,9950,9950,9825,9825
2024-04-16,9350,9575,9250,9475
2024-04-17,9550,9675,9525,9525
2024-04-18,9525,9575,9450,9475
2024-04-19,9350,9500,9300,9475
2024-04-22,9400,9425,9350,9350
2024-04-23,9400,9775,9400,9725
2024-04-24,9825,9950,9750,9950
