Date,Open,High,Low,Close
2022-10-11,4390,4430,4370,4430
2022-10-12,4470,4470,4400,4400
2022-10-13,4390,4420,4350,4350
2022-10-14,4380,4390,4270,4270
2022-10-17,4270,4320,4260,4300
2022-10-18,4280,4340,4280,4290
2022-10-19,4280,4340,4280,4300
2022-10-20,4280,4400,4280,4390
2022-10-21,4360,4460,4360,4430
2022-10-24,4430,4540,4430,4500
2022-10-25,4560,4610,4550,4590
2022-10-26,4600,4610,4500,4530
2022-10-27,4550,4600,4530,4600
2022-10-28,4600,4630,4560,4630
2022-10-31,4630,4680,4630,4650
2022-11-01,4690,4700,4630,4660
2022-11-02,4680,4680,4570,4610
2022-11-03,4630,4660,4590,4650
2022-11-04,4650,4660,4610,4650
2022-11-07,4650,4690,4610,4690
2022-11-08,4690,4690,4610,4620
2022-11-09,4600,4650,4600,4650
2022-11-10,4560,4580,4520,4530
2022-11-11,4620,4650,4590,4650
2022-11-14,4620,4640,4550,4580
2022-11-15,4580,4610,4560,4580
2022-11-16,4590,4610,4490,4520
2022-11-17,4520,4670,4500,4670
2022-11-18,4670,4680,4610,4610
2022-11-21,4620,4630,4560,4590
2022-11-22,4570,4670,4570,4590
2022-11-23,4640,4670,4630,4670
2022-11-24,4700,4740,4670,4720
2022-11-25,4700,4750,4690,4750
2022-11-28,4730,4830,4730,4820
2022-11-29,4820,4860,4790,4850
2022-11-30,4810,4980,4800,4980
2022-12-01,5000,5025,4900,4940
2022-12-02,4900,4930,4860,4890
2022-12-05,4910,4930,4860,4890
2022-12-06,4860,4890,4800,4860
2022-12-07,4840,4840,4740,4760
2022-12-08,4760,4840,4710,4840
2022-12-09,4830,4840,4760,4800
2022-12-12,4800,4850,4760,4850
2022-12-13,4870,4980,4840,4970
2022-12-14,5000,5000,4870,4980
2022-12-15,4900,4940,4880,4910
2022-12-16,4820,4980,4820,4980
2022-12-19,4970,4980,4920,4970
2022-12-20,4930,4970,4890,4910
